txn_id,customer_id,txn_date,amount_myr,channel,category,merchant
T0004275,C00230,2026-07-15,39.81,Branch,Fuel,ShellPlus
T0005686,C00307,2025-06-15,311.24,Mobile App,Groceries,FreshMart
T0009514,C00510,2025-03-14,61.54,Mobile App,Telco,Digi
T0012551,C00676,2026-05-23,289.79,Mobile App,Retail Shopping,Uniqlo MY
T0012692,C00684,2025-12-18,78.51,Mobile App,Entertainment,Netflix MY
T0002750,C00147,2025-04-25,82.87,Mobile App,Entertainment,TGV Movies
T0006683,C00357,2025-04-29,58.35,Mobile App,Healthcare,Klinik Mediviron
T0007461,C00400,2025-01-03,2084.73,QR Pay,Education,Coursera MY
T0002508,C00135,2026-03-24,846.38,Mobile App,Education,EduBooks
T0003245,C00175,2025-10-31,556.3,Branch,Retail Shopping,H&M Central
T0010582,C00569,2026-03-26,54.93,Mobile App,Fuel,Petronas Station
T0003824,C00205,2026-07-11,1100.32,Mobile App,Retail Shopping,Uniqlo MY
T0009008,C00482,2026-05-23,87.2,Mobile App,Dining,BurgerLab
T0006255,C00334,2025-08-11,65.66,Internet Banking,Dining,KopiTiam Central
T0014512,C00777,2026-07-15,118.22,Mobile App,Dining,Sushi Express
T0005119,C00278,2025-06-25,252.09,Debit Card,Healthcare,Watsons
T0005674,C00307,2026-06-18,39.62,Mobile App,Entertainment,TGV Movies
T0011621,C00625,2026-07-15,146.7,Mobile App,Entertainment,Steam
T0007351,C00393,2025-07-22,178.88,Internet Banking,Fuel,Caltex Go
T0005383,C00292,2025-03-20,742.04,Mobile App,Healthcare,Klinik Mediviron
T0009089,C00488,2025-10-29,209.09,Internet Banking,Groceries,Jaya Grocer Co
T0007419,C00398,2026-01-27,232.61,Mobile App,Telco,Digi
T0010662,C00574,2026-02-25,307.28,Debit Card,Groceries,MyMart
T0001440,C00080,2025-07-22,95.79,Mobile App,Telco,U Mobile
T0003610,C00192,2025-09-01,1484.64,Mobile App,Travel,Grab Rides
T0007448,C00399,2026-06-24,274.7,Debit Card,Utilities,Astro
T0008777,C00470,2025-04-23,273.01,QR Pay,Groceries,Jaya Grocer Co
T0001568,C00087,2025-05-25,66.27,QR Pay,Groceries,FreshMart
T0007980,C00428,2025-03-09,166.88,Mobile App,Telco,Celcom
T0012611,C00679,2026-03-12,384.35,QR Pay,Healthcare,Klinik Mediviron
T0009636,C00516,2026-07-15,156.98,Internet Banking,Groceries,TescoLite
T0002762,C00148,2025-09-11,130.61,Branch,Telco,Yes 5G
T0012898,C00694,2026-06-07,110.19,Branch,Retail Shopping,MR DIY
T0005372,C00291,2026-07-10,134.76,ATM,Fuel,Caltex Go
T0000541,C00029,2026-07-15,760.85,QR Pay,Retail Shopping,Padini Store
T0011730,C00632,2025-03-23,473.43,ATM,Cash Withdrawal,ATM Withdrawal
T0001774,C00098,2026-07-15,74.47,QR Pay,Utilities,Unifi
T0000641,C00035,2025-05-08,61.87,QR Pay,Fuel,Caltex Go
T0009366,C00503,2025-05-12,136.31,Mobile App,Fuel,PetroMax
T0000764,C00042,2025-07-07,177.98,ATM,Groceries,GiantValue
T0008729,C00468,2026-07-15,6170.43,Mobile App,Transfer,IBG Transfer
T0000458,C00025,2025-08-19,607.38,ATM,Travel,AirAsia
T0008809,C00472,2025-03-09,110.4,Internet Banking,Telco,Yes 5G
T0013210,C00710,2025-09-08,75.59,Mobile App,Entertainment,Steam
T0013643,C00734,2026-07-15,181.25,Branch,Healthcare,Watsons
T0000395,C00021,2026-07-15,136.85,Debit Card,Fuel,ShellPlus
T0003254,C00175,2026-04-02,1990.97,Branch,Education,Coursera MY
T0013251,C00712,2025-09-20,60.08,Internet Banking,Groceries,FreshMart
T0014834,C00794,2025-11-06,280.72,Mobile App,Cash Withdrawal,ATM Withdrawal
T0006172,C00330,2026-03-05,302.9,QR Pay,Transfer,DuitNow Transfer
T0005840,C00314,2026-04-10,1796.21,Mobile App,Cash Withdrawal,ATM Withdrawal
T0006455,C00344,2026-02-04,162.71,Mobile App,Fuel,Petronas Station
T0004458,C00239,2026-02-24,1550.08,Internet Banking,Cash Withdrawal,ATM Withdrawal
T0011420,C00614,2025-09-20,454.02,Mobile App,Retail Shopping,Uniqlo MY
T0004622,C00250,2026-07-15,2674.51,ATM,Education,EduBooks
T0006228,C00333,2025-04-06,162.53,Mobile App,Telco,Maxis
T0001203,C00066,2025-03-02,173.79,Mobile App,Telco,Yes 5G
T0005200,C00283,2025-03-13,1262.04,Internet Banking,Cash Withdrawal,ATM Withdrawal
T0013116,C00705,2026-05-29,241.15,ATM,Education,Little Genius
T0004891,C00265,2025-01-21,57.66,Debit Card,Dining,BurgerLab
T0009835,C00527,2026-02-27,168.82,Mobile App,Utilities,Unifi
T0008951,C00480,2026-06-15,52.23,Mobile App,Utilities,Astro
T0002883,C00154,2025-08-31,2605.48,Internet Banking,Education,SkillUp Academy
T0004440,C00239,2025-03-24,1120.47,Debit Card,Retail Shopping,Uniqlo MY
T0012663,C00682,2025-06-14,139.3,QR Pay,Dining,BurgerLab
T0006102,C00326,2025-01-05,126.76,QR Pay,Dining,BurgerLab
T0005644,C00305,2025-11-01,167.17,Mobile App,Fuel,Caltex Go
T0003371,C00181,2025-09-29,568.64,ATM,Healthcare,Watsons
T0012849,C00691,2026-07-15,7518.25,ATM,Transfer,IBG Transfer
T0003036,C00161,2026-04-23,4096.23,Debit Card,Travel,Agoda MY
T0000320,C00017,2025-11-13,147.97,ATM,Dining,Kenny's Grill
T0007618,C00410,2025-11-04,247.52,ATM,Fuel,BHP Fuel
T0007265,C00388,2025-07-17,760.98,Debit Card,Travel,KTM Berhad
T0013405,C00720,2025-12-16,154.52,Internet Banking,Fuel,ShellPlus
T0001737,C00096,2025-01-01,610.21,Debit Card,Cash Withdrawal,ATM Withdrawal
T0009591,C00514,2026-07-15,172.78,Debit Card,Fuel,BHP Fuel
T0010418,C00560,2026-06-12,251.33,Branch,Groceries,Jaya Grocer Co
T0007115,C00381,2026-05-28,1375.18,ATM,Transfer,IBG Transfer
T0013630,C00733,2026-04-08,4146.92,Branch,Transfer,IBG Transfer
T0012171,C00657,2025-09-10,116.15,Mobile App,Fuel,BHP Fuel
T0003561,C00189,2025-03-31,785.11,Branch,Retail Shopping,MR DIY
T0014049,C00752,2026-07-15,461.29,ATM,Healthcare,Klinik Mediviron
T0013695,C00736,2025-04-02,108.39,Mobile App,Entertainment,TGV Movies
T0010401,C00559,2026-05-17,167.71,Mobile App,Telco,Yes 5G
T0005279,C00287,2025-05-04,4726.17,Mobile App,Travel,AirAsia
T0006386,C00341,2026-07-07,484.47,Debit Card,Utilities,Astro
T0007196,C00385,2026-03-07,203.13,Branch,Groceries,Jaya Grocer Co
T0001382,C00078,2026-07-15,547.86,Branch,Retail Shopping,MR DIY
T0004847,C00263,2026-07-15,754.36,Debit Card,Retail Shopping,Uniqlo MY
T0011512,C00618,2025-01-09,224.9,Debit Card,Education,SkillUp Academy
T0004563,C00245,2025-11-15,284.51,Mobile App,Utilities,Indah Water
T0007061,C00378,2025-03-28,3330.4,Mobile App,Travel,MAS Booking
T0013492,C00726,2025-06-06,2010.38,ATM,Travel,KTM Berhad
T0012235,C00660,2026-07-15,97.82,Debit Card,Dining,Kenny's Grill
T0003923,C00210,2025-03-17,452.69,Internet Banking,Retail Shopping,H&M Central
T0004597,C00248,2026-01-10,3654.91,Internet Banking,Travel,MAS Booking
T0010003,C00536,2026-06-01,157.53,QR Pay,Groceries,FreshMart
T0007042,C00377,2025-08-26,666.89,Mobile App,Retail Shopping,MR DIY
T0013331,C00716,2026-05-21,428.87,Branch,Utilities,Air Selangor
T0009253,C00498,2026-01-31,274.76,Debit Card,Cash Withdrawal,ATM Withdrawal
T0014307,C00766,2025-04-29,159.99,Debit Card,Utilities,Unifi
T0000113,C00006,2026-05-12,6405.0,Internet Banking,Transfer,DuitNow Transfer
T0006605,C00352,2026-07-15,315.61,Mobile App,Utilities,Unifi
T0000368,C00019,2025-05-13,214.29,Internet Banking,Utilities,Unifi
T0000051,C00003,2025-07-02,261.23,Mobile App,Utilities,Astro
T0004846,C00263,2026-03-18,68.5,Mobile App,Telco,Yes 5G
T0013287,C00713,2026-02-13,678.51,Mobile App,Healthcare,BP Healthcare
T0001449,C00081,2025-06-29,213.35,Debit Card,Retail Shopping,Padini Store
T0011657,C00627,2026-07-15,74.07,ATM,Telco,Yes 5G
T0014482,C00776,2025-12-07,723.47,Mobile App,Healthcare,Klinik Mediviron
T0007527,C00405,2025-08-28,2167.81,QR Pay,Transfer,DuitNow Transfer
T0010711,C00576,2025-05-29,32.95,ATM,Entertainment,Spotify MY
T0002199,C00119,2026-07-15,552.55,Mobile App,Transfer,IBG Transfer
T0013640,C00734,2026-03-17,3678.1,ATM,Transfer,DuitNow Transfer
T0011693,C00630,2025-09-25,466.4,ATM,Utilities,Astro
T0008243,C00442,2025-12-20,2501.4,QR Pay,Travel,AirAsia
T0010232,C00550,2025-01-09,186.03,ATM,Telco,U Mobile
T0009137,C00490,2026-07-15,3774.17,Branch,Transfer,DuitNow Transfer
T0013638,C00734,2025-02-17,229.38,ATM,Fuel,ShellPlus
T0012405,C00669,2026-07-15,863.77,Mobile App,Retail Shopping,H&M Central
T0005185,C00282,2025-04-14,602.83,QR Pay,Healthcare,Klinik Mediviron
T0007114,C00381,2025-10-30,257.28,QR Pay,Education,Coursera MY
T0002120,C00115,2025-04-11,466.07,Mobile App,Utilities,Indah Water
T0007282,C00389,2026-07-15,7870.92,ATM,Transfer,IBG Transfer
T0008994,C00482,2025-02-09,881.87,Mobile App,Retail Shopping,Padini Store
T0005134,C00279,2026-07-15,381.17,Mobile App,Utilities,TNB Bill
T0001751,C00096,2026-04-08,146.13,Mobile App,Groceries,MyMart
T0003221,C00173,2025-02-19,814.19,ATM,Travel,Agoda MY
T0014391,C00772,2025-05-17,935.07,Mobile App,Transfer,DuitNow Transfer
T0003556,C00189,2026-07-15,113.84,Branch,Telco,Yes 5G
T0002797,C00149,2026-02-27,394.13,Debit Card,Utilities,Air Selangor
T0005217,C00284,2025-06-01,545.44,Mobile App,Healthcare,Guardian Pharma
T0014734,C00788,2026-07-15,319.11,Debit Card,Groceries,GiantValue
T0010058,C00540,2025-06-01,17.1,ATM,Dining,Sushi Express
T0013711,C00737,2026-06-01,1058.75,ATM,Cash Withdrawal,ATM Withdrawal
T0001530,C00085,2025-12-27,1293.92,Mobile App,Transfer,DuitNow Transfer
T0013377,C00719,2025-04-22,80.62,Mobile App,Telco,Yes 5G
T0009113,C00489,2026-07-15,2599.67,Mobile App,Transfer,IBG Transfer
T0012190,C00658,2025-08-16,1674.09,Debit Card,Education,TuitionPro
T0002571,C00137,2025-01-13,3774.21,Branch,Transfer,DuitNow Transfer
T0006048,C00324,2025-12-23,93.68,Internet Banking,Cash Withdrawal,ATM Withdrawal
T0009690,C00519,2026-03-09,74.26,Branch,Retail Shopping,Padini Store
T0005321,C00289,2026-07-15,2596.41,Internet Banking,Education,Little Genius
T0006889,C00369,2025-11-26,196.9,QR Pay,Telco,Celcom
T0010877,C00587,2025-04-15,227.09,Mobile App,Entertainment,Spotify MY
T0006204,C00332,2025-12-21,88.79,ATM,Fuel,Caltex Go
T0003747,C00201,2026-03-02,160.69,ATM,Fuel,PetroMax
T0013605,C00732,2026-02-04,1660.41,ATM,Travel,MAS Booking
T0008695,C00466,2025-02-12,349.87,Mobile App,Utilities,Air Selangor
T0008982,C00481,2025-09-11,99.89,Mobile App,Dining,Sushi Express
T0008587,C00461,2026-06-06,2133.62,Mobile App,Education,Coursera MY
T0005921,C00318,2025-03-14,404.98,Debit Card,Education,SkillUp Academy
T0013205,C00710,2026-03-01,367.71,Mobile App,Utilities,Air Selangor
T0011713,C00631,2025-12-02,142.36,Internet Banking,Groceries,TescoLite
T0007573,C00407,2026-07-15,819.31,Branch,Cash Withdrawal,ATM Withdrawal
T0004212,C00226,2025-06-02,121.0,ATM,Groceries,MyMart
T0004870,C00264,2026-07-15,82.96,Branch,Dining,Nasi Kandar House
T0004697,C00254,2026-06-12,1169.42,Branch,Retail Shopping,MR DIY
T0009715,C00520,2025-06-04,57.5,ATM,Fuel,Petronas Station
T0002880,C00153,2025-01-10,669.17,Mobile App,Retail Shopping,Uniqlo MY
T0007369,C00394,2026-07-15,336.27,Internet Banking,Utilities,Astro
T0006721,C00360,2025-05-15,128.33,ATM,Utilities,Unifi
T0002351,C00126,2025-02-18,75.77,ATM,Fuel,ShellPlus
T0008933,C00479,2026-07-15,291.29,Debit Card,Telco,Celcom
T0001124,C00062,2025-12-07,1305.8,Debit Card,Transfer,IBG Transfer
T0004403,C00237,2026-01-30,12.49,ATM,Dining,Sushi Express
T0007615,C00410,2026-01-10,509.73,Branch,Healthcare,Watsons
T0013096,C00704,2026-04-21,1149.01,ATM,Retail Shopping,H&M Central
T0013895,C00747,2026-06-11,14.22,Branch,Dining,BurgerLab
T0008911,C00478,2025-05-11,6795.2,ATM,Transfer,Instant Transfer
T0011797,C00635,2026-01-10,1653.93,Branch,Cash Withdrawal,ATM Withdrawal
T0006616,C00352,2026-07-15,36.48,Debit Card,Groceries,Jaya Grocer Co
T0009375,C00504,2025-12-17,220.06,Branch,Telco,Digi
T0004475,C00240,2025-11-08,484.04,Internet Banking,Healthcare,Caring Pharm
T0012197,C00658,2026-01-17,3920.37,Branch,Travel,Grab Rides
T0008260,C00442,2025-07-21,1763.89,ATM,Education,Little Genius
T0014831,C00793,2026-03-28,191.8,Branch,Fuel,PetroMax
T0013488,C00726,2026-06-03,150.66,Mobile App,Entertainment,Spotify MY
T0002510,C00135,2026-03-17,206.62,Branch,Fuel,PetroMax
T0000856,C00048,2026-05-31,77.45,ATM,Fuel,Petronas Station
T0012932,C00696,2026-07-15,192.75,Branch,Telco,Maxis
T0004787,C00260,2026-07-15,1220.93,QR Pay,Education,Coursera MY
T0005803,C00313,2025-10-25,378.96,Mobile App,Utilities,Air Selangor
T0010941,C00590,2025-04-30,120.28,Mobile App,Telco,U Mobile
T0006109,C00327,2025-12-01,607.55,Internet Banking,Healthcare,Klinik Mediviron
T0003510,C00187,2025-03-27,220.97,Mobile App,Groceries,Jaya Grocer Co
T0005631,C00305,2025-11-12,147.87,QR Pay,Healthcare,Caring Pharm
T0005061,C00274,2025-03-28,237.76,Debit Card,Retail Shopping,H&M Central
T0005988,C00321,2025-08-15,363.35,Mobile App,Retail Shopping,Harvey Norman
T0014366,C00770,2026-03-19,359.74,Branch,Transfer,Instant Transfer
T0011629,C00625,2026-01-17,705.56,Mobile App,Healthcare,Caring Pharm
T0009680,C00518,2026-01-15,930.79,Internet Banking,Retail Shopping,Padini Store
T0011772,C00634,2026-02-08,317.6,Mobile App,Utilities,Astro
T0000634,C00035,2025-01-12,179.76,Mobile App,Utilities,Astro
T0007569,C00407,2025-05-09,127.75,Debit Card,Utilities,Air Selangor
T0010208,C00548,2026-07-15,451.87,Mobile App,Retail Shopping,MR DIY
T0005026,C00272,2026-07-15,186.82,Mobile App,Groceries,Jaya Grocer Co
T0004424,C00238,2026-07-15,2341.99,Mobile App,Travel,KTM Berhad
T0009938,C00533,2026-01-12,108.85,Branch,Entertainment,Spotify MY
T0011577,C00622,2026-07-15,449.13,Mobile App,Education,Little Genius
T0008105,C00435,2026-07-15,192.02,Mobile App,Utilities,Astro
T0008766,C00469,2026-04-23,557.11,Branch,Healthcare,Watsons
T0009037,C00485,2026-07-15,176.52,Mobile App,Telco,Celcom
T0007339,C00393,2025-01-29,4929.56,Debit Card,Transfer,DuitNow Transfer
T0014861,C00794,2026-04-23,684.46,ATM,Retail Shopping,Harvey Norman
T0009122,C00489,2025-12-11,199.53,Branch,Groceries,GiantValue
T0001928,C00106,2026-07-13,125.61,ATM,Fuel,ShellPlus
T0011050,C00595,2026-04-27,407.95,Branch,Transfer,DuitNow Transfer
T0012361,C00667,2026-07-14,204.9,Mobile App,Utilities,Air Selangor
T0003958,C00212,2025-10-11,863.32,QR Pay,Education,TuitionPro
T0003650,C00194,2025-08-22,56.69,Mobile App,Telco,Yes 5G
T0007025,C00376,2026-01-25,115.63,ATM,Telco,Maxis
T0008709,C00467,2026-02-26,1469.86,Mobile App,Cash Withdrawal,ATM Withdrawal
T0008691,C00466,2025-11-03,989.82,Debit Card,Education,SkillUp Academy
T0002754,C00147,2026-07-15,135.51,Mobile App,Telco,U Mobile
T0012209,C00659,2026-05-04,187.87,Debit Card,Telco,U Mobile
T0006643,C00354,2025-10-15,3125.04,Debit Card,Transfer,IBG Transfer
T0010767,C00579,2026-01-05,2215.26,Mobile App,Transfer,IBG Transfer
T0013616,C00732,2026-04-12,374.78,Debit Card,Utilities,Indah Water
T0009595,C00514,2025-03-20,78.08,Internet Banking,Groceries,TescoLite
T0004498,C00241,2025-06-10,235.29,Mobile App,Telco,Digi
T0003501,C00187,2025-06-13,139.26,QR Pay,Entertainment,Spotify MY
T0009329,C00501,2026-07-07,142.12,Mobile App,Cash Withdrawal,ATM Withdrawal
T0002273,C00123,2026-05-16,508.81,QR Pay,Healthcare,Caring Pharm
T0003481,C00186,2026-03-05,412.0,Mobile App,Utilities,Astro
T0009500,C00509,2025-04-07,289.95,Internet Banking,Healthcare,BP Healthcare
T0004449,C00239,2026-07-15,1100.37,Mobile App,Retail Shopping,Padini Store
T0012426,C00670,2026-04-06,156.44,Mobile App,Fuel,Petronas Station
T0008196,C00440,2026-04-22,841.45,Internet Banking,Cash Withdrawal,ATM Withdrawal
T0003815,C00205,2026-07-15,88.48,Mobile App,Fuel,Caltex Go
T0013648,C00734,2026-04-06,41.68,Debit Card,Telco,Yes 5G
T0003116,C00166,2026-01-04,673.13,Debit Card,Retail Shopping,Padini Store
T0001599,C00088,2026-05-16,85.8,Debit Card,Dining,Sushi Express
T0001417,C00080,2026-07-07,3341.96,Internet Banking,Travel,MAS Booking
T0004015,C00214,2026-07-15,309.9,Mobile App,Groceries,FreshMart
T0000622,C00034,2025-11-26,253.56,Internet Banking,Telco,Digi
T0000577,C00031,2026-07-15,1029.11,Debit Card,Cash Withdrawal,ATM Withdrawal
T0010659,C00573,2026-07-15,223.25,Internet Banking,Telco,U Mobile
T0002938,C00156,2025-10-12,60.82,Mobile App,Telco,Celcom
T0007675,C00413,2025-10-17,241.09,ATM,Retail Shopping,Harvey Norman
T0010749,C00579,2025-06-08,219.88,Mobile App,Healthcare,Guardian Pharma
T0009942,C00533,2026-07-15,1526.0,Branch,Transfer,Instant Transfer
T0001635,C00090,2025-01-18,2004.78,Internet Banking,Education,EduBooks
T0006004,C00322,2026-07-15,209.55,Mobile App,Retail Shopping,Padini Store
T0003158,C00170,2025-06-19,190.48,Branch,Dining,BurgerLab
T0005223,C00284,2026-04-25,5634.74,Internet Banking,Transfer,Instant Transfer
T0002934,C00156,2025-10-07,177.18,Internet Banking,Dining,KopiTiam Central
T0012938,C00697,2025-11-26,1606.17,Mobile App,Cash Withdrawal,ATM Withdrawal
T0004732,C00256,2025-12-05,154.56,Mobile App,Groceries,Jaya Grocer Co
T0006962,C00372,2026-05-16,1234.54,Mobile App,Education,Coursera MY
T0012676,C00682,2026-01-04,942.38,Mobile App,Travel,AirAsia
T0010511,C00566,2025-04-11,628.76,Mobile App,Healthcare,Klinik Mediviron
T0001106,C00061,2025-06-12,459.34,Branch,Retail Shopping,Padini Store
T0006863,C00367,2026-07-15,263.69,Debit Card,Telco,Maxis
T0002920,C00156,2026-07-15,248.49,Mobile App,Healthcare,BP Healthcare
T0009978,C00535,2026-07-15,2431.32,Branch,Education,TuitionPro
T0003408,C00183,2026-07-15,440.83,Debit Card,Utilities,TNB Bill
T0008049,C00432,2025-12-13,164.33,QR Pay,Dining,KopiTiam Central
T0006498,C00346,2026-03-22,68.97,Internet Banking,Cash Withdrawal,ATM Withdrawal
T0010147,C00545,2026-07-15,2612.85,Mobile App,Education,SkillUp Academy
T0008182,C00439,2025-05-21,175.34,Internet Banking,Entertainment,TGV Movies
T0001444,C00080,2025-12-15,2112.49,Debit Card,Education,Little Genius
T0010198,C00548,2026-07-15,348.25,ATM,Utilities,TNB Bill
T0006183,C00330,2026-05-26,215.03,Internet Banking,Entertainment,Netflix MY
T0006874,C00368,2025-07-27,435.22,Mobile App,Travel,MAS Booking
T0002005,C00110,2026-07-11,209.63,Mobile App,Utilities,Indah Water
T0006632,C00354,2026-01-26,200.17,ATM,Healthcare,Caring Pharm
T0001450,C00081,2025-04-17,127.47,Mobile App,Fuel,Petronas Station
T0004029,C00215,2026-06-13,1650.9,Internet Banking,Education,SkillUp Academy
T0008068,C00433,2025-07-06,38.68,Branch,Retail Shopping,H&M Central
T0000070,C00003,2026-02-03,75.97,Debit Card,Dining,BurgerLab
T0002500,C00135,2025-03-08,757.44,Branch,Healthcare,Guardian Pharma
T0000237,C00012,2025-07-02,142.47,ATM,Entertainment,GSC Cinemas
T0006767,C00363,2025-06-09,72.28,Branch,Groceries,Jaya Grocer Co
T0005128,C00279,2025-05-31,285.25,ATM,Utilities,Astro
T0001926,C00106,2025-06-25,694.09,ATM,Retail Shopping,MR DIY
T0008921,C00478,2026-07-15,1187.3,Internet Banking,Retail Shopping,Uniqlo MY
T0002779,C00149,2025-04-14,173.77,Debit Card,Entertainment,TGV Movies
T0006653,C00355,2026-07-15,636.12,Branch,Retail Shopping,MR DIY
T0011829,C00637,2026-01-28,772.44,Debit Card,Transfer,DuitNow Transfer
T0001180,C00065,2026-07-15,1399.98,Mobile App,Transfer,IBG Transfer
T0006662,C00356,2026-04-02,82.42,Mobile App,Healthcare,Klinik Mediviron
T0003411,C00183,2025-06-08,70.94,Mobile App,Utilities,TNB Bill
T0003853,C00207,2026-07-15,287.87,Debit Card,Groceries,GiantValue
T0000342,C00018,2025-08-06,25.01,QR Pay,Dining,BurgerLab
T0006792,C00364,2025-06-22,266.45,Debit Card,Healthcare,Caring Pharm
T0000085,C00004,2025-04-30,5568.62,ATM,Transfer,Instant Transfer
T0009095,C00488,2026-05-26,1900.06,Mobile App,Travel,Agoda MY
T0000109,C00005,2025-06-04,681.83,Mobile App,Retail Shopping,Uniqlo MY
T0011880,C00640,2025-03-10,132.99,Internet Banking,Groceries,FreshMart
T0012550,C00676,2025-12-14,50.19,Debit Card,Telco,Digi
T0014365,C00769,2026-03-20,228.31,Mobile App,Entertainment,Steam
T0014533,C00778,2026-07-15,3063.56,ATM,Travel,Grab Rides
T0011645,C00626,2025-08-17,58.15,Mobile App,Entertainment,Steam
T0009826,C00526,2025-09-22,108.4,ATM,Dining,Nasi Kandar House
T0003008,C00160,2026-01-19,152.9,Debit Card,Entertainment,GSC Cinemas
T0009168,C00492,2025-02-19,220.64,Branch,Telco,U Mobile
T0010118,C00543,2026-07-15,269.85,Mobile App,Healthcare,Klinik Mediviron
T0010697,C00575,2026-04-21,84.89,Debit Card,Utilities,Air Selangor
T0006046,C00324,2026-07-12,189.14,Debit Card,Entertainment,Steam
T0002969,C00158,2025-01-07,1769.21,Branch,Education,EduBooks
T0001220,C00068,2025-01-25,87.18,Branch,Healthcare,Klinik Mediviron
T0009617,C00515,2025-08-10,1088.34,Branch,Retail Shopping,MR DIY
T0000531,C00028,2025-04-20,66.83,Debit Card,Dining,BurgerLab
T0009207,C00494,2026-04-06,369.08,Debit Card,Healthcare,BP Healthcare
T0008811,C00472,2025-07-26,475.56,Debit Card,Healthcare,Guardian Pharma
T0013663,C00735,2026-06-15,216.38,Mobile App,Telco,Digi
T0003735,C00200,2025-02-03,107.47,Debit Card,Fuel,BHP Fuel
T0006737,C00361,2025-10-05,87.3,Internet Banking,Fuel,PetroMax
T0003511,C00187,2025-06-09,157.55,QR Pay,Retail Shopping,Padini Store
T0006712,C00359,2025-03-11,371.52,Internet Banking,Retail Shopping,Uniqlo MY
T0005015,C00272,2026-07-15,347.74,Mobile App,Cash Withdrawal,ATM Withdrawal
T0012416,C00670,2026-07-15,2441.79,Mobile App,Travel,Grab Rides
T0002867,C00153,2026-07-15,6550.0,Debit Card,Transfer,Instant Transfer
T0005292,C00288,2025-06-07,284.63,Branch,Utilities,TNB Bill
T0011077,C00597,2026-07-15,2770.58,Mobile App,Travel,Agoda MY
T0013694,C00736,2025-07-03,134.44,Internet Banking,Retail Shopping,Padini Store
T0004082,C00218,2026-05-17,51.91,Branch,Entertainment,Spotify MY
T0001067,C00058,2026-07-15,2720.33,Internet Banking,Education,Coursera MY
T0008122,C00436,2026-05-07,271.88,Mobile App,Telco,Celcom
T0013225,C00711,2026-05-24,174.05,Branch,Fuel,ShellPlus
T0012719,C00685,2025-08-01,6817.55,Internet Banking,Transfer,DuitNow Transfer
T0012740,C00686,2026-02-13,120.43,Internet Banking,Entertainment,TGV Movies
T0002655,C00141,2025-03-23,339.23,Debit Card,Healthcare,Klinik Mediviron
T0013066,C00702,2025-02-16,212.51,ATM,Groceries,FreshMart
T0012162,C00657,2026-07-13,207.85,Debit Card,Groceries,FreshMart
T0003192,C00172,2026-02-23,237.49,Mobile App,Utilities,Indah Water
T0001648,C00091,2025-01-21,179.0,QR Pay,Dining,Kenny's Grill
T0005863,C00315,2025-07-06,424.23,Mobile App,Healthcare,Klinik Mediviron
T0003393,C00183,2025-01-20,568.08,ATM,Healthcare,Caring Pharm
T0002047,C00112,2025-09-16,200.93,ATM,Groceries,FreshMart
T0001313,C00073,2025-10-26,153.84,Internet Banking,Retail Shopping,Uniqlo MY
T0007661,C00412,2025-08-18,4700.16,Debit Card,Transfer,DuitNow Transfer
T0013879,C00746,2026-07-15,69.71,Internet Banking,Dining,BurgerLab
T0005430,C00294,2025-02-05,886.51,Mobile App,Education,TuitionPro
T0010230,C00550,2025-02-13,159.61,Branch,Dining,Nasi Kandar House
T0007189,C00384,2026-07-12,90.56,Branch,Groceries,TescoLite
T0008565,C00460,2026-05-30,174.3,Debit Card,Dining,Kenny's Grill
T0005957,C00319,2026-04-20,1726.5,Debit Card,Education,EduBooks
T0012827,C00690,2026-07-15,1048.66,Mobile App,Retail Shopping,Uniqlo MY
T0000074,C00004,2026-07-15,213.82,ATM,Fuel,ShellPlus
T0006781,C00363,2025-05-10,143.7,Mobile App,Retail Shopping,H&M Central
T0000112,C00006,2026-07-15,320.65,ATM,Healthcare,Guardian Pharma
T0003466,C00185,2025-03-17,192.04,QR Pay,Entertainment,TGV Movies
T0007459,C00400,2025-06-22,391.61,Mobile App,Travel,Grab Rides
T0004143,C00222,2026-06-10,3803.74,ATM,Travel,Grab Rides
T0000662,C00037,2026-07-15,1035.23,Mobile App,Education,EduBooks
T0009832,C00527,2025-10-17,123.23,Internet Banking,Fuel,PetroMax
T0009841,C00527,2026-07-15,193.94,Mobile App,Telco,Celcom
T0002035,C00112,2026-07-15,1472.1,Mobile App,Cash Withdrawal,ATM Withdrawal
T0005090,C00277,2025-01-28,141.32,Internet Banking,Education,SkillUp Academy
T0014827,C00793,2026-03-26,104.97,QR Pay,Dining,Kenny's Grill
T0000883,C00049,2026-07-15,5562.88,QR Pay,Transfer,DuitNow Transfer
T0011949,C00644,2026-04-07,14.6,Internet Banking,Entertainment,Spotify MY
T0004172,C00224,2025-12-04,213.6,Mobile App,Utilities,TNB Bill
T0009414,C00505,2025-12-30,4162.36,Debit Card,Transfer,Instant Transfer
T0006645,C00355,2026-05-29,375.88,Mobile App,Healthcare,Caring Pharm
T0012513,C00674,2025-04-18,6354.39,QR Pay,Transfer,Instant Transfer
T0001532,C00085,2026-07-15,189.1,Internet Banking,Entertainment,Steam
T0013990,C00750,2026-07-15,778.86,Internet Banking,Cash Withdrawal,ATM Withdrawal
T0007237,C00387,2026-01-02,1927.91,Internet Banking,Cash Withdrawal,ATM Withdrawal
T0010097,C00543,2026-06-17,114.23,Debit Card,Telco,U Mobile
T0005201,C00283,2025-12-29,290.52,QR Pay,Telco,Maxis
