account_id,customer_id,product_id,balance_myr,open_date,status
A000527,C00283,P03,43624.21,2026-09-30,Active
A000528,C00283,P01,39984.7,2026-11-03,Active
A000529,C00283,P06,-22421.95,2026-04-14,Active
A000530,C00283,P10,-3629.61,2026-01-18,Active
A000531,C00284,P03,6499.25,2022-03-19,Dormant
A000532,C00284,P01,38358.22,2025-11-07,Active
A000533,C00285,P04,-9585.79,2018-05-28,Active
A000534,C00285,P06,-65893.6,2025-01-21,Active
A000535,C00286,P01,28483.02,2026-10-03,Active
A000536,C00287,P01,26076.72,2026-03-29,Active
A000537,C00288,P03,34207.6,2026-06-11,Active
A000538,C00289,P03,37210.11,2026-04-17,Active
A000539,C00289,P01,20007.14,2025-02-23,Active
A000540,C00290,P03,20372.77,2026-03-08,Dormant
A000541,C00290,P01,39063.44,2024-12-25,Active
A000542,C00291,P01,20824.7,2025-03-30,Active
A000543,C00292,P01,29854.84,2021-01-25,Active
A000544,C00293,P01,43528.36,2026-09-12,Active
A000545,C00293,P10,-12889.16,2025-02-10,Active
A000546,C00294,P03,26683.26,2016-02-24,Dormant
A000547,C00294,P01,44793.32,2017-08-16,Active
A000548,C00295,P01,52280.18,2021-10-08,Active
A000549,C00296,P01,12109.49,2025-05-27,Active
A000550,C00297,P01,53301.88,2024-01-22,Active
A000551,C00298,P01,24815.77,2015-02-06,Active
A000552,C00298,P06,-29321.41,2016-11-25,Active
A000553,C00300,P01,258.71,2019-10-31,Active
A000554,C00301,P01,50435.74,2018-07-19,Active
A000555,C00302,P01,29242.48,2015-08-10,Active
A000556,C00302,P02,35137.86,2016-05-27,Active
A000557,C00302,P10,-13084.55,2022-12-12,Dormant
A000558,C00303,P01,303.09,2022-11-19,Active
A000559,C00304,P01,40863.12,2024-01-07,Active
A000560,C00304,P06,-108287.91,2026-09-06,Active
A000561,C00304,P10,-153.43,2024-05-19,Active
A000562,C00305,P04,-25256.1,2023-04-01,Active
A000563,C00305,P01,16236.27,2017-03-05,Dormant
A000564,C00306,P01,53863.81,2023-10-21,Active
A000565,C00306,P10,-8467.97,2024-11-05,Active
A000566,C00307,P01,21516.51,2023-05-09,Active
A000567,C00308,P01,37411.8,2025-09-05,Active
A000568,C00309,P01,40634.55,2026-10-14,Active
A000569,C00310,P04,-24461.0,2026-01-22,Active
A000570,C00310,P01,5745.99,2026-03-14,Active
A000571,C00310,P10,-2245.96,2025-07-20,Active
A000572,C00310,P05,-82392.98,2023-09-28,Active
A000573,C00311,P01,41394.94,2022-09-24,Active
A000574,C00312,P04,-18019.62,2026-05-13,Active
A000575,C00312,P01,3374.87,2026-03-19,Active
A000576,C00312,P02,37583.6,2026-03-21,Active
A000577,C00313,P03,10228.63,2026-10-10,Active
A000578,C00313,P01,38742.6,2026-12-09,Active
A000579,C00313,P02,22593.7,2026-03-06,Closed
A000580,C00314,P01,22530.38,2025-03-08,Active
A000581,C00315,P03,35452.7,2026-06-28,Active
A000582,C00315,P01,4820.96,2026-08-11,Active
A000583,C00316,P03,36876.22,2014-05-14,Active
A000584,C00316,P01,14164.27,2021-03-19,Active
A000585,C00316,P05,-143077.42,2020-03-30,Active
A000586,C00317,P01,47509.04,2017-09-27,Active
A000587,C00318,P01,28653.26,2026-07-13,Active
A000588,C00318,P10,-13428.38,2026-12-06,Active
A000589,C00319,P01,1469.36,2025-05-29,Active
A000590,C00320,P04,-16326.19,2026-08-25,Active
A000591,C00320,P01,19026.51,2021-10-13,Active
A000592,C00321,P03,38599.29,2026-01-13,Active
A000593,C00321,P01,31686.86,2023-12-03,Active
A000594,C00322,P03,29981.18,2023-04-04,Active
A000595,C00322,P01,18149.34,2024-03-12,Active
A000596,C00323,P03,46162.55,2026-08-26,Active
A000597,C00323,P01,38206.22,2023-06-30,Active
A000598,C00323,P06,-92499.68,2022-12-31,Active
A000599,C00323,P04,-17783.51,2020-07-05,Closed
A000600,C00324,P03,52036.57,2022-09-01,Dormant
A000601,C00324,P01,52867.96,2024-06-01,Closed
A000602,C00325,P01,53572.24,2026-05-12,Active
A000603,C00326,P01,27993.38,2021-02-18,Active
A000604,C00326,P02,32631.84,2025-04-23,Active
A000605,C00327,P03,52445.16,2019-07-02,Active
A000606,C00327,P01,12248.41,2023-11-04,Active
A000607,C00327,P10,-2150.24,2024-12-28,Active
A000608,C00328,P02,41215.26,2019-07-12,Active
A000609,C00329,P01,72382.24,2025-12-19,Active
A000610,C00329,P11,68677.66,2025-01-06,Active
A000611,C00330,P01,4953.27,2023-10-05,Active
A000612,C00330,P06,-21521.55,2024-04-14,Active
A000613,C00331,P03,67986.13,2024-12-22,Active
A000614,C00331,P01,11546.26,2026-05-24,Active
A000615,C00332,P06,-84094.72,2023-05-28,Active
A000616,C00332,P01,29282.77,2020-03-24,Active
A000617,C00332,P02,48898.19,2021-07-16,Active
A000618,C00333,P01,10577.29,2023-01-07,Closed
A000619,C00334,P01,6834.73,2020-06-08,Active
A000620,C00335,P04,-25410.33,2019-06-13,Active
A000621,C00335,P01,15120.58,2019-04-14,Active
A000622,C00336,P01,18445.96,2021-04-09,Active
A000623,C00337,P03,12911.46,2019-10-17,Active
A000624,C00337,P01,24405.66,2024-09-28,Active
A000625,C00337,P02,172422.52,2019-03-19,Active
A000626,C00337,P04,-26629.67,2026-01-26,Active
A000627,C00338,P01,18085.0,2025-12-25,Active
A000628,C00339,P04,-15713.13,2018-01-19,Active
A000629,C00339,P01,14151.91,2016-06-24,Active
A000630,C00340,P01,56129.46,2026-11-07,Active
A000631,C00340,P11,34102.76,2025-05-08,Active
A000632,C00341,P01,15030.32,2019-05-18,Active
A000633,C00342,P01,64614.37,2017-06-05,Active
A000634,C00342,P02,103177.77,2014-01-15,Active
A000635,C00342,P05,-137288.14,2016-01-27,Active
A000636,C00342,P11,43612.4,2015-07-12,Active
A000637,C00343,P03,21748.34,2026-05-17,Active
A000638,C00343,P01,41100.77,2026-06-23,Active
A000639,C00343,P10,-11458.54,2026-02-03,Active
A000640,C00344,P01,3332.72,2022-04-15,Active
A000641,C00345,P01,21088.2,2025-09-05,Active
A000642,C00345,P06,-116462.64,2025-11-18,Active
A000643,C00345,P05,-53959.2,2026-05-15,Active
A000644,C00346,P01,34691.23,2022-11-30,Active
A000645,C00347,P06,-78894.37,2019-10-14,Active
A000646,C00348,P03,37662.26,2025-05-06,Active
A000647,C00348,P01,7641.36,2023-04-28,Active
A000648,C00349,P03,27982.14,2022-03-09,Active
A000649,C00349,P01,10274.05,2015-05-10,Active
A000650,C00350,P01,23616.53,2016-04-15,Active
A000651,C00350,P02,22026.42,2023-12-25,Active
A000652,C00351,P01,18133.18,2018-09-22,Active
A000653,C00352,P03,17549.73,2024-08-07,Active
A000654,C00352,P05,-221854.15,2024-07-06,Active
A000655,C00352,P01,15060.09,2024-03-19,Active
A000656,C00352,P10,-9282.61,2023-12-27,Active
A000657,C00352,P02,29294.04,2023-06-09,Active
A000658,C00353,P01,32721.66,2021-09-24,Active
A000659,C00354,P01,48999.16,2016-09-05,Active
A000660,C00354,P10,-1104.36,2023-01-11,Active
A000661,C00354,P11,35374.72,2017-03-24,Active
A000662,C00355,P06,-107660.27,2024-08-07,Active
A000663,C00355,P02,85377.23,2026-03-12,Active
A000664,C00356,P01,28503.25,2021-02-08,Active
A000665,C00357,P03,4426.03,2022-11-11,Dormant
A000666,C00357,P01,56374.38,2020-06-21,Active
A000667,C00357,P10,-9828.09,2024-01-06,Active
A000668,C00358,P01,56704.77,2015-10-25,Active
A000669,C00358,P11,29069.41,2014-02-07,Dormant
A000670,C00359,P01,853.14,2022-08-04,Active
A000671,C00360,P01,38483.98,2026-07-25,Active
A000672,C00361,P01,36686.36,2014-07-09,Active
A000673,C00361,P06,-111514.06,2014-06-10,Active
A000674,C00362,P01,46742.31,2025-11-19,Active
A000675,C00363,P03,17982.46,2023-07-23,Dormant
A000676,C00363,P01,10488.23,2022-03-14,Active
A000677,C00364,P03,1467.09,2026-06-17,Active
A000678,C00364,P01,28763.13,2026-11-05,Active
A000679,C00365,P04,-7221.23,2022-08-21,Active
A000680,C00365,P01,26178.35,2022-07-29,Active
A000681,C00366,P01,51640.69,2025-12-12,Dormant
A000682,C00366,P06,-43011.97,2026-05-21,Active
A000683,C00366,P11,18096.02,2026-02-24,Active
A000684,C00367,P01,43355.13,2023-11-03,Closed
A000685,C00367,P06,-80742.36,2022-11-03,Active
A000686,C00368,P01,23582.34,2025-07-09,Active
A000687,C00368,P02,70913.97,2016-11-12,Active
A000688,C00369,P03,7715.29,2023-04-17,Active
A000689,C00369,P01,23678.28,2022-12-17,Active
A000690,C00369,P04,-20822.44,2023-06-03,Active
A000691,C00370,P01,46551.03,2023-12-04,Active
A000692,C00371,P01,13619.36,2022-12-15,Active
A000693,C00371,P06,-65369.18,2022-08-03,Dormant
A000694,C00372,P03,52926.9,2026-09-13,Active
A000695,C00372,P01,55313.98,2026-10-16,Active
A000696,C00372,P02,151919.34,2026-10-07,Active
A000697,C00373,P04,-25764.31,2026-05-27,Active
A000698,C00373,P01,36612.12,2022-02-23,Active
A000699,C00373,P06,-39446.81,2023-05-17,Active
A000700,C00375,P03,21729.49,2022-08-13,Active
A000701,C00375,P01,11568.32,2017-02-17,Dormant
A000702,C00375,P02,49181.12,2024-05-28,Active
A000703,C00375,P04,-11425.93,2023-05-22,Active
A000704,C00376,P02,29300.84,2021-05-23,Active
A000705,C00377,P04,-23100.16,2026-03-31,Active
A000706,C00377,P01,35524.26,2026-10-08,Active
A000707,C00378,P04,-23921.5,2021-01-19,Active
A000708,C00378,P01,61601.34,2026-01-08,Active
A000709,C00379,P01,25682.57,2026-12-22,Active
A000710,C00380,P01,9339.84,2020-03-12,Active
A000711,C00381,P03,63688.16,2018-06-04,Active
A000712,C00382,P01,54669.63,2026-02-12,Active
A000713,C00383,P01,21140.38,2026-08-11,Active
A000714,C00384,P01,24157.62,2018-08-14,Closed
A000715,C00384,P06,-104274.72,2021-03-28,Active
A000716,C00385,P04,-8789.56,2022-07-28,Active
A000717,C00385,P01,41729.15,2024-12-02,Active
A000718,C00386,P01,22254.16,2025-08-24,Active
A000719,C00386,P02,51303.57,2025-11-07,Active
A000720,C00386,P05,-273766.96,2026-11-23,Active
A000721,C00387,P01,13655.39,2022-03-25,Active
A000722,C00388,P04,-22076.95,2024-04-11,Active
A000723,C00388,P01,44673.73,2023-07-01,Active
A000724,C00389,P03,5502.29,2022-10-06,Active
A000725,C00389,P01,33457.6,2021-08-25,Active
A000726,C00389,P02,118011.24,2026-01-27,Active
A000727,C00390,P01,29903.4,2026-09-21,Active
A000728,C00391,P01,18240.31,2020-06-12,Active
A000729,C00391,P06,-38438.5,2025-09-24,Active
A000730,C00392,P01,44675.73,2025-12-23,Active
A000731,C00393,P01,4859.56,2025-03-12,Active
A000732,C00394,P01,14204.58,2021-09-01,Active
A000733,C00395,P04,-18486.35,2024-05-04,Active
A000734,C00395,P01,6790.04,2023-07-05,Active
A000735,C00396,P01,7704.94,2019-10-23,Active
A000736,C00396,P06,-71993.46,2022-05-19,Active
A000737,C00397,P01,23118.4,2026-03-16,Active
A000738,C00397,P10,-6425.85,2026-01-08,Active
A000739,C00398,P03,19034.94,2020-07-20,Active
A000740,C00398,P01,24319.6,2026-06-07,Active
A000741,C00399,P03,36564.61,2019-11-29,Active
A000742,C00399,P01,2033.81,2021-10-09,Active
A000743,C00400,P01,43147.28,2012-05-24,Active
A000744,C00401,P01,58875.58,2015-12-12,Active
A000745,C00402,P01,9498.02,2026-05-04,Active
A000746,C00403,P01,33679.17,2018-02-04,Active
A000747,C00403,P02,141431.83,2018-09-28,Active
A000748,C00403,P11,46975.39,2025-09-15,Active
A000749,C00404,P01,27217.51,2022-05-12,Active
A000750,C00405,P03,34068.28,2026-11-27,Active
A000751,C00405,P01,41495.6,2026-08-30,Active
A000752,C00405,P06,-43604.14,2026-03-06,Active
A000753,C00406,P01,24153.18,2017-06-10,Active
A000754,C00407,P01,32323.51,2026-08-22,Active
A000755,C00407,P06,-110534.39,2024-10-21,Active
A000756,C00408,P01,29240.94,2023-10-12,Active
A000757,C00409,P01,9281.56,2017-06-04,Active
A000758,C00410,P01,45021.06,2026-05-14,Active
A000759,C00410,P06,-22422.56,2019-01-20,Active
A000760,C00410,P10,-13849.39,2021-02-10,Active
A000761,C00410,P04,-24966.21,2024-03-16,Active
A000762,C00410,P02,50140.65,2021-12-24,Active
A000763,C00411,P04,-29985.9,2021-02-15,Active
A000764,C00411,P01,36091.82,2025-01-09,Active
A000765,C00411,P10,-11259.75,2020-04-27,Active
A000766,C00412,P01,33142.01,2023-07-08,Active
A000767,C00413,P01,55501.12,2026-01-18,Active
A000768,C00413,P05,-220633.13,2021-12-01,Active
A000769,C00415,P03,6513.98,2025-01-24,Active
A000770,C00415,P01,44133.74,2017-06-14,Active
A000771,C00415,P10,-3761.34,2019-10-09,Active
A000772,C00416,P03,16431.34,2022-03-28,Active
A000773,C00416,P01,14016.76,2022-10-18,Active
A000774,C00416,P04,-16623.87,2018-06-17,Active
A000775,C00417,P01,38258.64,2022-11-17,Dormant
A000776,C00417,P10,-13959.52,2022-01-19,Active
A000777,C00418,P01,7365.26,2024-12-19,Active
A000778,C00419,P01,16789.95,2016-11-24,Active
A000779,C00419,P02,183657.15,2017-06-30,Active
A000780,C00421,P01,12585.25,2022-11-18,Active
A000781,C00422,P04,-26946.32,2024-04-05,Active
A000782,C00422,P01,13221.39,2026-11-09,Active
A000783,C00422,P10,-8841.93,2026-10-27,Active
A000784,C00423,P01,51725.79,2020-05-05,Active
A000785,C00423,P05,-276863.45,2017-06-11,Active
A000786,C00424,P01,33771.28,2025-09-02,Active
A000787,C00425,P01,43988.69,2020-09-27,Active
A000788,C00425,P06,-31441.7,2020-04-21,Active
A000789,C00425,P05,-183586.11,2026-10-21,Active
A000790,C00425,P10,-12474.86,2022-07-18,Active
A000791,C00426,P01,17447.98,2026-09-05,Active
A000792,C00427,P01,11548.87,2025-10-16,Active
A000793,C00428,P01,6312.14,2017-01-08,Active
A000794,C00429,P01,1797.7,2023-05-27,Active
A000795,C00430,P01,37554.75,2019-09-14,Active
A000796,C00430,P06,-53434.27,2023-02-17,Active
A000797,C00430,P05,-187726.03,2017-12-04,Active
A000798,C00431,P01,12887.57,2026-10-29,Active
A000799,C00432,P01,4223.18,2024-04-27,Active
A000800,C00433,P01,17490.26,2026-07-23,Active
A000801,C00434,P01,70273.03,2026-01-12,Active
A000802,C00434,P02,120689.93,2026-08-12,Active
A000803,C00435,P06,-23871.16,2026-03-29,Active
A000804,C00435,P01,33434.21,2024-10-21,Active
A000805,C00435,P02,177975.86,2022-05-19,Active
A000806,C00435,P10,-2179.96,2023-01-03,Active
A000807,C00436,P01,41923.18,2024-03-03,Active
A000808,C00437,P04,-22718.39,2024-12-19,Active
A000809,C00437,P01,22353.75,2022-10-02,Active
A000810,C00438,P01,32335.76,2025-02-12,Active
A000811,C00439,P03,30823.07,2025-06-24,Active
A000812,C00439,P01,33208.5,2024-10-16,Active
A000813,C00439,P02,171726.87,2025-08-27,Active
A000814,C00440,P01,52179.69,2025-08-10,Active
A000815,C00440,P10,-6704.19,2016-03-18,Active
A000816,C00441,P01,14042.72,2026-10-26,Active
A000817,C00442,P04,-24992.13,2026-08-10,Active
A000818,C00442,P01,4743.41,2025-09-02,Dormant
A000819,C00443,P01,43705.1,2025-11-23,Active
A000820,C00444,P01,1103.58,2022-10-17,Active
A000821,C00445,P06,-102482.15,2017-03-24,Active
A000822,C00445,P01,64350.66,2022-07-17,Active
A000823,C00445,P02,24823.71,2021-10-31,Active
A000824,C00446,P03,21818.5,2023-09-24,Active
A000825,C00446,P01,53079.26,2026-12-04,Active
A000826,C00447,P04,-5149.9,2026-12-07,Active
A000827,C00447,P01,39803.78,2026-03-10,Dormant
A000828,C00448,P04,-13413.31,2026-02-25,Active
A000829,C00448,P01,33187.58,2023-05-25,Active
A000830,C00448,P06,-111584.34,2023-07-12,Active
A000831,C00448,P10,-7840.9,2024-04-10,Active
A000832,C00449,P01,34854.73,2017-11-01,Dormant
A000833,C00449,P02,81146.44,2019-01-05,Dormant
A000834,C00450,P03,45669.79,2019-05-13,Active
A000835,C00450,P01,52894.17,2024-06-21,Active
A000836,C00450,P06,-113505.13,2026-04-03,Dormant
A000837,C00451,P01,39722.86,2020-02-26,Active
A000838,C00452,P01,39125.86,2024-03-05,Active
A000839,C00453,P03,72688.87,2019-01-02,Active
A000840,C00453,P01,5058.99,2018-07-06,Active
A000841,C00453,P11,42392.93,2019-01-23,Active
A000842,C00454,P04,-18782.12,2024-08-24,Active
A000843,C00454,P01,15676.44,2024-06-09,Active
A000844,C00454,P10,-9876.12,2025-08-09,Active
A000845,C00455,P01,33630.45,2026-01-24,Active
A000846,C00456,P01,5231.57,2025-02-09,Active
A000847,C00457,P01,18449.16,2022-11-28,Active
A000848,C00457,P10,-13691.11,2022-10-13,Active
A000849,C00457,P11,25413.53,2024-08-09,Closed
A000850,C00458,P01,21090.37,2020-07-17,Active
A000851,C00458,P06,-117806.81,2021-10-08,Active
A000852,C00459,P04,-16513.66,2022-01-03,Dormant
A000853,C00459,P01,12386.51,2018-09-28,Active
A000854,C00460,P01,1173.5,2020-01-02,Closed
A000855,C00460,P10,-641.18,2019-04-19,Active
A000856,C00461,P01,12127.22,2023-03-19,Active
A000857,C00462,P01,19049.35,2024-11-18,Active
A000858,C00463,P01,38293.04,2024-03-16,Active
A000859,C00464,P01,7912.59,2026-10-02,Active
A000860,C00464,P02,150985.97,2016-08-22,Active
A000861,C00465,P04,-12831.06,2023-10-14,Active
A000862,C00465,P01,42471.85,2020-08-07,Active
A000863,C00466,P03,5198.5,2019-08-21,Active
A000864,C00466,P01,21250.29,2023-07-15,Dormant
A000865,C00467,P01,2978.58,2022-08-01,Active
A000866,C00467,P05,-247733.66,2021-04-20,Active
A000867,C00468,P01,25207.61,2026-05-19,Active
A000868,C00469,P01,13639.16,2021-07-01,Active
A000869,C00469,P02,32548.08,2013-01-27,Dormant
A000870,C00469,P05,-95684.36,2026-02-07,Active
A000871,C00470,P01,38499.99,2022-12-13,Dormant
A000872,C00471,P03,1888.67,2024-09-14,Active
A000873,C00471,P01,16024.71,2025-07-03,Active
A000874,C00471,P02,82387.29,2018-04-05,Active
A000875,C00471,P04,-22406.78,2017-10-09,Active
A000876,C00472,P01,63498.43,2020-04-21,Active
A000877,C00472,P06,-54488.72,2021-01-12,Active
A000878,C00473,P01,38861.65,2026-05-12,Active
A000879,C00473,P10,-14250.48,2022-02-01,Active
A000880,C00474,P01,70865.0,2026-04-30,Active
A000881,C00474,P05,-59308.28,2021-12-03,Active
A000882,C00475,P01,52585.19,2025-01-10,Active
A000883,C00475,P10,-5598.04,2021-01-23,Active
A000884,C00476,P03,54061.6,2021-10-19,Active
A000885,C00476,P01,31321.27,2021-01-24,Active
A000886,C00476,P10,-13266.18,2026-08-24,Dormant
A000887,C00476,P04,-12497.6,2020-06-22,Dormant
A000888,C00477,P01,23622.21,2026-08-27,Closed
A000889,C00478,P01,21061.82,2022-01-05,Active
A000890,C00479,P01,62658.17,2021-10-16,Dormant
A000891,C00479,P06,-41275.45,2024-07-30,Active
A000892,C00480,P01,59817.5,2025-10-25,Active
A000893,C00480,P10,-8433.94,2024-03-17,Active
A000894,C00481,P03,39015.98,2024-07-26,Active
A000895,C00481,P01,33081.42,2023-03-22,Active
A000896,C00481,P10,-14150.46,2022-05-22,Active
A000897,C00482,P04,-28635.29,2025-02-17,Active
A000898,C00482,P06,-20106.44,2026-04-27,Active
A000899,C00483,P01,2422.67,2024-10-08,Active
A000900,C00484,P01,5213.87,2022-06-30,Active
A000901,C00485,P01,27102.89,2026-03-03,Active
A000902,C00485,P06,-61046.37,2012-07-14,Active
A000903,C00485,P05,-134641.99,2016-04-01,Dormant
A000904,C00485,P10,-9694.73,2016-07-08,Closed
A000905,C00486,P03,40946.46,2026-07-30,Active
A000906,C00486,P10,-7344.34,2025-01-19,Active
A000907,C00487,P03,9856.45,2026-09-16,Active
A000908,C00487,P01,38345.28,2026-11-01,Active
A000909,C00487,P10,-8248.29,2025-03-28,Dormant
A000910,C00488,P04,-26799.74,2017-03-22,Active
A000911,C00488,P01,21305.82,2022-01-16,Active
A000912,C00489,P01,2880.63,2026-11-26,Active
A000913,C00490,P03,42893.51,2020-11-26,Active
A000914,C00490,P01,46649.77,2021-02-10,Active
A000915,C00490,P02,110379.99,2017-04-02,Active
A000916,C00491,P01,29230.14,2024-04-11,Active
A000917,C00492,P03,15897.35,2013-05-09,Active
A000918,C00492,P01,42635.5,2021-04-26,Active
A000919,C00492,P02,30116.42,2013-03-31,Active
A000920,C00493,P03,9491.74,2019-07-25,Active
A000921,C00493,P01,7892.53,2025-09-20,Active
A000922,C00494,P04,-19370.84,2026-01-01,Active
A000923,C00494,P01,12649.78,2026-04-06,Active
A000924,C00495,P01,19643.39,2022-10-07,Active
A000925,C00495,P06,-86993.01,2020-06-14,Active
A000926,C00496,P01,6491.47,2015-05-18,Active
A000927,C00497,P04,-28837.98,2018-09-26,Active
A000928,C00497,P01,16220.81,2019-07-12,Active
A000929,C00497,P02,59720.15,2015-07-04,Active
A000930,C00498,P03,36561.28,2019-07-28,Active
A000931,C00498,P01,5671.06,2026-10-03,Active
A000932,C00498,P10,-9430.82,2025-12-18,Active
A000933,C00498,P04,-28684.57,2023-05-13,Active
A000934,C00498,P11,33804.59,2026-01-14,Active
A000935,C00499,P01,22701.88,2021-05-24,Active
A000936,C00500,P01,50141.99,2023-04-03,Dormant
A000937,C00501,P03,45459.76,2022-01-22,Active
A000938,C00501,P01,25555.27,2022-02-17,Dormant
A000939,C00501,P02,181597.2,2024-07-29,Active
A000940,C00502,P01,24860.56,2016-07-03,Active
A000941,C00503,P01,55510.84,2024-04-07,Dormant
A000942,C00504,P01,26786.15,2023-06-05,Active
A000943,C00505,P03,7389.74,2025-03-29,Active
A000944,C00505,P01,2403.03,2017-04-12,Closed
A000945,C00505,P05,-220697.29,2019-06-28,Active
A000946,C00506,P01,38136.81,2026-03-16,Active
A000947,C00507,P01,25795.02,2015-05-16,Active
A000948,C00507,P06,-88467.04,2023-05-28,Dormant
A000949,C00507,P05,-246431.85,2022-03-06,Active
A000950,C00507,P10,-8667.58,2020-08-05,Closed
A000951,C00508,P01,14657.01,2015-09-01,Active
A000952,C00509,P01,41429.27,2022-07-11,Closed
A000953,C00510,P01,6674.56,2024-07-01,Active
A000954,C00511,P03,38339.3,2022-02-17,Active
A000955,C00511,P01,28440.74,2018-11-29,Closed
A000956,C00511,P04,-18880.8,2018-09-18,Active
A000957,C00512,P03,15118.26,2020-09-30,Active
A000958,C00512,P01,45867.49,2020-11-23,Active
A000959,C00512,P02,74073.0,2014-10-07,Active
A000960,C00512,P10,-10061.78,2023-03-07,Active
A000961,C00513,P03,31261.39,2024-11-28,Active
A000962,C00513,P01,33426.43,2024-08-20,Active
A000963,C00514,P01,28379.56,2023-05-31,Active
A000964,C00515,P01,17442.28,2020-04-22,Active
A000965,C00515,P10,-5002.92,2019-11-09,Active
A000966,C00516,P01,56782.63,2026-12-17,Active
A000967,C00516,P02,86197.96,2022-09-19,Active
A000968,C00516,P10,-2510.16,2025-11-22,Active
A000969,C00517,P03,79260.3,2024-10-09,Dormant
A000970,C00517,P01,61229.51,2024-01-24,Active
A000971,C00517,P11,47145.06,2023-02-13,Active
A000972,C00518,P01,31077.31,2022-03-03,Active
A000973,C00519,P01,71610.22,2013-03-16,Dormant
A000974,C00519,P02,254465.61,2013-10-30,Active
A000975,C00519,P05,-123016.6,2015-08-26,Active
A000976,C00520,P04,-14961.07,2020-04-02,Dormant
A000977,C00520,P01,38258.12,2020-05-16,Active
A000978,C00520,P06,-106487.95,2019-01-15,Active
A000979,C00521,P03,3535.98,2022-03-04,Active
A000980,C00521,P01,63985.11,2026-02-20,Active
A000981,C00523,P01,11987.33,2026-03-24,Active
A000982,C00523,P02,147391.05,2026-08-17,Active
A000983,C00524,P01,17618.72,2023-08-09,Active
A000984,C00525,P01,46513.56,2024-07-05,Active
A000985,C00526,P03,17988.76,2025-09-25,Active
A000986,C00526,P01,51649.97,2024-05-23,Active
A000987,C00526,P10,-7624.52,2026-07-09,Active
A000988,C00527,P01,36757.88,2026-08-07,Dormant
A000989,C00527,P10,-14224.55,2020-01-31,Active
A000990,C00528,P03,13639.94,2020-09-04,Active
A000991,C00528,P01,31820.21,2021-10-13,Active
A000992,C00528,P06,-58841.4,2026-03-25,Dormant
A000993,C00529,P03,41615.64,2019-05-20,Active
A000994,C00529,P01,19379.55,2019-01-21,Active
A000995,C00530,P03,52582.33,2021-05-14,Active
A000996,C00530,P01,69581.82,2023-12-16,Active
A000997,C00530,P02,117532.88,2020-07-25,Active
A000998,C00531,P04,-17784.59,2024-01-08,Active
A000999,C00531,P01,44412.75,2020-09-30,Active
A001000,C00531,P06,-35207.27,2020-10-27,Active
A001001,C00531,P05,-127829.82,2020-01-17,Active
A001002,C00532,P01,14768.74,2022-05-12,Active
A001003,C00533,P01,44397.77,2015-11-25,Active
A001004,C00534,P01,51229.8,2026-07-22,Active
A001005,C00534,P10,-7751.29,2026-10-01,Active
A001006,C00535,P01,9224.6,2026-10-27,Active
A001007,C00536,P03,9970.87,2023-06-06,Dormant
A001008,C00536,P01,7293.83,2018-07-15,Active
A001009,C00537,P01,28082.49,2025-11-02,Active
A001010,C00537,P06,-54826.71,2026-10-31,Active
A001011,C00538,P06,-105247.19,2023-04-22,Active
A001012,C00538,P05,-99016.09,2023-04-17,Active
A001013,C00539,P03,9774.68,2017-07-29,Active
A001014,C00539,P01,29550.56,2017-07-03,Active
A001015,C00539,P10,-11452.24,2024-06-26,Active
A001016,C00540,P01,1831.17,2022-04-02,Active
A001017,C00541,P01,17845.89,2017-06-18,Active
A001018,C00542,P01,43380.67,2020-09-27,Dormant
A001019,C00543,P01,67690.19,2015-10-02,Active
A001020,C00543,P05,-206792.97,2025-06-14,Active
A001021,C00543,P11,70410.23,2020-03-03,Active
A001022,C00544,P04,-29263.09,2023-07-14,Active
A001023,C00544,P01,52659.46,2019-06-07,Active
A001024,C00544,P10,-8454.13,2023-12-03,Active
A001025,C00545,P03,72482.7,2025-12-06,Active
A001026,C00545,P01,25660.04,2026-02-09,Active
A001027,C00545,P05,-162554.4,2024-11-05,Active
A001028,C00546,P04,-5357.83,2025-04-28,Active
A001029,C00546,P01,21620.49,2026-03-01,Active
A001030,C00547,P03,5901.92,2025-11-03,Active
A001031,C00547,P01,5377.53,2026-09-30,Active
A001032,C00548,P03,9384.54,2026-01-31,Active
A001033,C00548,P02,37467.28,2019-02-14,Active
A001034,C00549,P01,24839.28,2026-08-30,Active
A001035,C00549,P05,-190511.54,2026-05-07,Active
A001036,C00550,P01,38046.03,2022-12-01,Active
A001037,C00550,P10,-12637.1,2018-09-12,Active
A001038,C00551,P03,42605.86,2023-10-10,Active
A001039,C00551,P01,19196.57,2017-10-25,Active
A001040,C00551,P04,-20559.07,2017-04-03,Active
A001041,C00552,P01,24573.95,2023-01-03,Active
A001042,C00552,P06,-109336.62,2023-04-14,Active
A001043,C00553,P01,35684.98,2025-05-17,Active
A001044,C00554,P01,27487.61,2023-03-19,Active
A001045,C00555,P01,44477.71,2026-03-03,Active
A001046,C00555,P02,9091.95,2025-10-24,Active
A001047,C00556,P03,18728.97,2026-02-20,Active
A001048,C00556,P01,23806.59,2026-09-03,Active
A001049,C00557,P03,54603.55,2026-12-04,Active
A001050,C00557,P01,4694.73,2026-05-15,Active
A001051,C00557,P02,157774.63,2026-08-16,Active
A001052,C00558,P01,59149.73,2025-09-23,Active
A001053,C00559,P01,1213.62,2025-08-08,Active
A001054,C00559,P10,-3147.44,2025-04-08,Active
